 -3.5000 ;  0.0000  1.7500 13.6200 -22.6800 
 -3.4900 ;  0.4212  1.6783 13.7078 -22.4882 
 -3.4800 ;  0.8398  1.6082 13.7952 -22.2968 
 -3.4700 ;  1.2558  1.5397 13.8822 -22.1058 
 -3.4600 ;  1.6693  1.4727 13.9688 -21.9152 
 -3.4500 ;  2.0801  1.4074 14.0550 -21.7250 
 -3.4400 ;  2.4884  1.3436 14.1408 -21.5352 
 -3.4300 ;  2.8941  1.2814 14.2262 -21.3458 
 -3.4200 ;  3.2973  1.2207 14.3112 -21.1568 
 -3.4100 ;  3.6979  1.1616 14.3958 -20.9682 
 -3.4000 ;  4.0960  1.1040 14.4800 -20.7800 
 -3.3900 ;  4.4915  1.0480 14.5638 -20.5922 
 -3.3800 ;  4.8845  0.9935 14.6472 -20.4048 
 -3.3700 ;  5.2750  0.9405 14.7302 -20.2178 
 -3.3600 ;  5.6629  0.8891 14.8128 -20.0312 
 -3.3500 ;  6.0484  0.8391 14.8950 -19.8450 
 -3.3400 ;  6.4313  0.7907 14.9768 -19.6592 
 -3.3300 ;  6.8117  0.7438 15.0582 -19.4738 
 -3.3200 ;  7.1896  0.6984 15.1392 -19.2888 
 -3.3100 ;  7.5651  0.6544 15.2198 -19.1042 
 -3.3000 ;  7.9380  0.6120 15.3000 -18.9200 
 -3.2900 ;  8.3085  0.5710 15.3798 -18.7362 
 -3.2800 ;  8.6764  0.5316 15.4592 -18.5528 
 -3.2700 ;  9.0420  0.4935 15.5382 -18.3698 
 -3.2600 ;  9.4050  0.4570 15.6168 -18.1872 
 -3.2500 ;  9.7656  0.4219 15.6950 -18.0050 
 -3.2400 ; 10.1238  0.3882 15.7728 -17.8232 
 -3.2300 ; 10.4795  0.3560 15.8502 -17.6418 
 -3.2200 ; 10.8328  0.3252 15.9272 -17.4608 
 -3.2100 ; 11.1836  0.2959 16.0038 -17.2802 
 -3.2000 ; 11.5320  0.2680 16.0800 -17.1000 
 -3.1900 ; 11.8780  0.2415 16.1558 -16.9202 
 -3.1800 ; 12.2216  0.2164 16.2312 -16.7408 
 -3.1700 ; 12.5627  0.1928 16.3062 -16.5618 
 -3.1600 ; 12.9015  0.1705 16.3808 -16.3832 
 -3.1500 ; 13.2379  0.1496 16.4550 -16.2050 
 -3.1400 ; 13.5719  0.1301 16.5288 -16.0272 
 -3.1300 ; 13.9035  0.1120 16.6022 -15.8498 
 -3.1200 ; 14.2327  0.0953 16.6752 -15.6728 
 -3.1100 ; 14.5595  0.0800 16.7478 -15.4962 
 -3.1000 ; 14.8840  0.0660 16.8200 -15.3200 
 -3.0900 ; 15.2061  0.0534 16.8918 -15.1442 
 -3.0800 ; 15.5259  0.0421 16.9632 -14.9688 
 -3.0700 ; 15.8433  0.0322 17.0342 -14.7938 
 -3.0600 ; 16.1584  0.0236 17.1048 -14.6192 
 -3.0500 ; 16.4711  0.0164 17.1750 -14.4450 
 -3.0400 ; 16.7815  0.0105 17.2448 -14.2712 
 -3.0300 ; 17.0896  0.0059 17.3142 -14.0978 
 -3.0200 ; 17.3954  0.0026 17.3832 -13.9248 
 -3.0100 ; 17.6988  0.0007 17.4518 -13.7522 
 -3.0000 ; 18.0000  0.0000 17.5200 -13.5800 
 -2.9900 ; 18.2989  0.0006 17.5878 -13.4082 
 -2.9800 ; 18.5954  0.0026 17.6552 -13.2368 
 -2.9700 ; 18.8897  0.0058 17.7222 -13.0658 
 -2.9600 ; 19.1817  0.0103 17.7888 -12.8952 
 -2.9500 ; 19.4714  0.0161 17.8550 -12.7250 
 -2.9400 ; 19.7588  0.0232 17.9208 -12.5552 
 -2.9300 ; 20.0440  0.0315 17.9862 -12.3858 
 -2.9200 ; 20.3269  0.0411 18.0512 -12.2168 
 -2.9100 ; 20.6076  0.0519 18.1158 -12.0482 
 -2.9000 ; 20.8860  0.0640 18.1800 -11.8800 
 -2.8900 ; 21.1622  0.0773 18.2438 -11.7122 
 -2.8800 ; 21.4361  0.0919 18.3072 -11.5448 
 -2.8700 ; 21.7078  0.1077 18.3702 -11.3778 
 -2.8600 ; 21.9773  0.1247 18.4328 -11.2112 
 -2.8500 ; 22.2446  0.1429 18.4950 -11.0450 
 -2.8400 ; 22.5097  0.1623 18.5568 -10.8792 
 -2.8300 ; 22.7726  0.1829 18.6182 -10.7138 
 -2.8200 ; 23.0332  0.2048 18.6792 -10.5488 
 -2.8100 ; 23.2917  0.2278 18.7398 -10.3842 
 -2.8000 ; 23.5480  0.2520 18.8000 -10.2200 
 -2.7900 ; 23.8021  0.2774 18.8598 -10.0562 
 -2.7800 ; 24.0540  0.3040 18.9192 -9.8928 
 -2.7700 ; 24.3038  0.3317 18.9782 -9.7298 
 -2.7600 ; 24.5514  0.3606 19.0368 -9.5672 
 -2.7500 ; 24.7969  0.3906 19.0950 -9.4050 
 -2.7400 ; 25.0402  0.4218 19.1528 -9.2432 
 -2.7300 ; 25.2813  0.4542 19.2102 -9.0818 
 -2.7200 ; 25.5204  0.4876 19.2672 -8.9208 
 -2.7100 ; 25.7572  0.5223 19.3238 -8.7602 
 -2.7000 ; 25.9920  0.5580 19.3800 -8.6000 
 -2.6900 ; 26.2246  0.5949 19.4358 -8.4402 
 -2.6800 ; 26.4552  0.6328 19.4912 -8.2808 
 -2.6700 ; 26.6836  0.6719 19.5462 -8.1218 
 -2.6600 ; 26.9099  0.7121 19.6008 -7.9632 
 -2.6500 ; 27.1341  0.7534 19.6550 -7.8050 
 -2.6400 ; 27.3563  0.7957 19.7088 -7.6472 
 -2.6300 ; 27.5763  0.8392 19.7622 -7.4898 
 -2.6200 ; 27.7943  0.8837 19.8152 -7.3328 
 -2.6100 ; 28.0102  0.9293 19.8678 -7.1762 
 -2.6000 ; 28.2240  0.9760 19.9200 -7.0200 
 -2.5900 ; 28.4358  1.0237 19.9718 -6.8642 
 -2.5800 ; 28.6455  1.0725 20.0232 -6.7088 
 -2.5700 ; 28.8532  1.1223 20.0742 -6.5538 
 -2.5600 ; 29.0588  1.1732 20.1248 -6.3992 
 -2.5500 ; 29.2624  1.2251 20.1750 -6.2450 
 -2.5400 ; 29.4639  1.2781 20.2248 -6.0912 
 -2.5300 ; 29.6635  1.3320 20.2742 -5.9378 
 -2.5200 ; 29.8610  1.3870 20.3232 -5.7848 
 -2.5100 ; 30.0565  1.4430 20.3718 -5.6322 
 -2.5000 ; 30.2500  1.5000 20.4200 -5.4800 
 -2.4900 ; 30.4415  1.5580 20.4678 -5.3282 
 -2.4800 ; 30.6310  1.6170 20.5152 -5.1768 
 -2.4700 ; 30.8185  1.6770 20.5622 -5.0258 
 -2.4600 ; 31.0041  1.7379 20.6088 -4.8752 
 -2.4500 ; 31.1876  1.7999 20.6550 -4.7250 
 -2.4400 ; 31.3692  1.8628 20.7008 -4.5752 
 -2.4300 ; 31.5488  1.9267 20.7462 -4.4258 
 -2.4200 ; 31.7265  1.9915 20.7912 -4.2768 
 -2.4100 ; 31.9022  2.0573 20.8358 -4.1282 
 -2.4000 ; 32.0760  2.1240 20.8800 -3.9800 
 -2.3900 ; 32.2478  2.1917 20.9238 -3.8322 
 -2.3800 ; 32.4177  2.2603 20.9672 -3.6848 
 -2.3700 ; 32.5857  2.3298 21.0102 -3.5378 
 -2.3600 ; 32.7517  2.4003 21.0528 -3.3912 
 -2.3500 ; 32.9159  2.4716 21.0950 -3.2450 
 -2.3400 ; 33.0781  2.5439 21.1368 -3.0992 
 -2.3300 ; 33.2384  2.6171 21.1782 -2.9538 
 -2.3200 ; 33.3968  2.6912 21.2192 -2.8088 
 -2.3100 ; 33.5534  2.7661 21.2598 -2.6642 
 -2.3000 ; 33.7080  2.8420 21.3000 -2.5200 
 -2.2900 ; 33.8608  2.9187 21.3398 -2.3762 
 -2.2800 ; 34.0116  2.9964 21.3792 -2.2328 
 -2.2700 ; 34.1607  3.0748 21.4182 -2.0898 
 -2.2600 ; 34.3078  3.1542 21.4568 -1.9472 
 -2.2500 ; 34.4531  3.2344 21.4950 -1.8050 
 -2.2400 ; 34.5966  3.3154 21.5328 -1.6632 
 -2.2300 ; 34.7382  3.3973 21.5702 -1.5218 
 -2.2200 ; 34.8780  3.4800 21.6072 -1.3808 
 -2.2100 ; 35.0159  3.5636 21.6438 -1.2402 
 -2.2000 ; 35.1520  3.6480 21.6800 -1.1000 
 -2.1900 ; 35.2863  3.7332 21.7158 -0.9602 
 -2.1800 ; 35.4188  3.8192 21.7512 -0.8208 
 -2.1700 ; 35.5494  3.9061 21.7862 -0.6818 
 -2.1600 ; 35.6783  3.9937 21.8208 -0.5432 
 -2.1500 ; 35.8054  4.0821 21.8550 -0.4050 
 -2.1400 ; 35.9307  4.1713 21.8888 -0.2672 
 -2.1300 ; 36.0542  4.2613 21.9222 -0.1298 
 -2.1200 ; 36.1759  4.3521 21.9552  0.0072 
 -2.1100 ; 36.2958  4.4437 21.9878  0.1438 
 -2.1000 ; 36.4140  4.5360 22.0200  0.2800 
 -2.0900 ; 36.5304  4.6291 22.0518  0.4158 
 -2.0800 ; 36.6451  4.7229 22.0832  0.5512 
 -2.0700 ; 36.7580  4.8175 22.1142  0.6862 
 -2.0600 ; 36.8692  4.9128 22.1448  0.8208 
 -2.0500 ; 36.9786  5.0089 22.1750  0.9550 
 -2.0400 ; 37.0863  5.1057 22.2048  1.0888 
 -2.0300 ; 37.1923  5.2032 22.2342  1.2222 
 -2.0200 ; 37.2966  5.3014 22.2632  1.3552 
 -2.0100 ; 37.3991  5.4004 22.2918  1.4878 
 -2.0000 ; 37.5000  5.5000 22.3200  1.6200 
 -1.9900 ; 37.5992  5.6003 22.3478  1.7518 
 -1.9800 ; 37.6966  5.7014 22.3752  1.8832 
 -1.9700 ; 37.7924  5.8031 22.4022  2.0142 
 -1.9600 ; 37.8865  5.9055 22.4288  2.1448 
 -1.9500 ; 37.9789  6.0086 22.4550  2.2750 
 -1.9400 ; 38.0696  6.1124 22.4808  2.4048 
 -1.9300 ; 38.1587  6.2168 22.5062  2.5342 
 -1.9200 ; 38.2461  6.3219 22.5312  2.6632 
 -1.9100 ; 38.3319  6.4276 22.5558  2.7918 
 -1.9000 ; 38.4160  6.5340 22.5800  2.9200 
 -1.8900 ; 38.4985  6.6410 22.6038  3.0478 
 -1.8800 ; 38.5793  6.7487 22.6272  3.1752 
 -1.8700 ; 38.6585  6.8570 22.6502  3.3022 
 -1.8600 ; 38.7361  6.9659 22.6728  3.4288 
 -1.8500 ; 38.8121  7.0754 22.6950  3.5550 
 -1.8400 ; 38.8865  7.1855 22.7168  3.6808 
 -1.8300 ; 38.9593  7.2962 22.7382  3.8062 
 -1.8200 ; 39.0304  7.4076 22.7592  3.9312 
 -1.8100 ; 39.1000  7.5195 22.7798  4.0558 
 -1.8000 ; 39.1680  7.6320 22.8000  4.1800 
 -1.7900 ; 39.2344  7.7451 22.8198  4.3038 
 -1.7800 ; 39.2992  7.8588 22.8392  4.4272 
 -1.7700 ; 39.3625  7.9730 22.8582  4.5502 
 -1.7600 ; 39.4242  8.0878 22.8768  4.6728 
 -1.7500 ; 39.4844  8.2031 22.8950  4.7950 
 -1.7400 ; 39.5430  8.3190 22.9128  4.9168 
 -1.7300 ; 39.6000  8.4355 22.9302  5.0382 
 -1.7200 ; 39.6556  8.5524 22.9472  5.1592 
 -1.7100 ; 39.7095  8.6700 22.9638  5.2798 
 -1.7000 ; 39.7620  8.7880 22.9800  5.4000 
 -1.6900 ; 39.8129  8.9066 22.9958  5.5198 
 -1.6800 ; 39.8624  9.0256 23.0112  5.6392 
 -1.6700 ; 39.9103  9.1452 23.0262  5.7582 
 -1.6600 ; 39.9567  9.2653 23.0408  5.8768 
 -1.6500 ; 40.0016  9.3859 23.0550  5.9950 
 -1.6400 ; 40.0451  9.5069 23.0688  6.1128 
 -1.6300 ; 40.0870  9.6285 23.0822  6.2302 
 -1.6200 ; 40.1275  9.7505 23.0952  6.3472 
 -1.6100 ; 40.1665  9.8730 23.1078  6.4638 
 -1.6000 ; 40.2040  9.9960 23.1200  6.5800 
 -1.5900 ; 40.2401 10.1194 23.1318  6.6958 
 -1.5800 ; 40.2747 10.2433 23.1432  6.8112 
 -1.5700 ; 40.3079 10.3676 23.1542  6.9262 
 -1.5600 ; 40.3396 10.4924 23.1648  7.0408 
 -1.5500 ; 40.3699 10.6176 23.1750  7.1550 
 -1.5400 ; 40.3987 10.7433 23.1848  7.2688 
 -1.5300 ; 40.4262 10.8693 23.1942  7.3822 
 -1.5200 ; 40.4522 10.9958 23.2032  7.4952 
 -1.5100 ; 40.4768 11.1227 23.2118  7.6078 
 -1.5000 ; 40.5000 11.2500 23.2200  7.7200 
 -1.4900 ; 40.5218 11.3777 23.2278  7.8318 
 -1.4800 ; 40.5422 11.5058 23.2352  7.9432 
 -1.4700 ; 40.5612 11.6343 23.2422  8.0542 
 -1.4600 ; 40.5789 11.7631 23.2488  8.1648 
 -1.4500 ; 40.5951 11.8924 23.2550  8.2750 
 -1.4400 ; 40.6100 12.0220 23.2608  8.3848 
 -1.4300 ; 40.6235 12.1520 23.2662  8.4942 
 -1.4200 ; 40.6357 12.2823 23.2712  8.6032 
 -1.4100 ; 40.6465 12.4130 23.2758  8.7118 
 -1.4000 ; 40.6560 12.5440 23.2800  8.8200 
 -1.3900 ; 40.6641 12.6754 23.2838  8.9278 
 -1.3800 ; 40.6709 12.8071 23.2872  9.0352 
 -1.3700 ; 40.6764 12.9391 23.2902  9.1422 
 -1.3600 ; 40.6805 13.0715 23.2928  9.2488 
 -1.3500 ; 40.6834 13.2041 23.2950  9.3550 
 -1.3400 ; 40.6849 13.3371 23.2968  9.4608 
 -1.3300 ; 40.6851 13.4704 23.2982  9.5662 
 -1.3200 ; 40.6840 13.6040 23.2992  9.6712 
 -1.3100 ; 40.6817 13.7378 23.2998  9.7758 
 -1.3000 ; 40.6780 13.8720 23.3000  9.8800 
 -1.2900 ; 40.6731 14.0064 23.2998  9.9838 
 -1.2800 ; 40.6668 14.1412 23.2992 10.0872 
 -1.2700 ; 40.6594 14.2761 23.2982 10.1902 
 -1.2600 ; 40.6506 14.4114 23.2968 10.2928 
 -1.2500 ; 40.6406 14.5469 23.2950 10.3950 
 -1.2400 ; 40.6294 14.6826 23.2928 10.4968 
 -1.2300 ; 40.6169 14.8186 23.2902 10.5982 
 -1.2200 ; 40.6032 14.9548 23.2872 10.6992 
 -1.2100 ; 40.5882 15.0913 23.2838 10.7998 
 -1.2000 ; 40.5720 15.2280 23.2800 10.9000 
 -1.1900 ; 40.5546 15.3649 23.2758 10.9998 
 -1.1800 ; 40.5360 15.5020 23.2712 11.0992 
 -1.1700 ; 40.5161 15.6394 23.2662 11.1982 
 -1.1600 ; 40.4951 15.7769 23.2608 11.2968 
 -1.1500 ; 40.4729 15.9146 23.2550 11.3950 
 -1.1400 ; 40.4495 16.0525 23.2488 11.4928 
 -1.1300 ; 40.4249 16.1906 23.2422 11.5902 
 -1.1200 ; 40.3991 16.3289 23.2352 11.6872 
 -1.1100 ; 40.3721 16.4674 23.2278 11.7838 
 -1.1000 ; 40.3440 16.6060 23.2200 11.8800 
 -1.0900 ; 40.3147 16.7448 23.2118 11.9758 
 -1.0800 ; 40.2843 16.8837 23.2032 12.0712 
 -1.0700 ; 40.2527 17.0228 23.1942 12.1662 
 -1.0600 ; 40.2200 17.1620 23.1848 12.2608 
 -1.0500 ; 40.1861 17.3014 23.1750 12.3550 
 -1.0400 ; 40.1511 17.4409 23.1648 12.4488 
 -1.0300 ; 40.1150 17.5805 23.1542 12.5422 
 -1.0200 ; 40.0778 17.7202 23.1432 12.6352 
 -1.0100 ; 40.0394 17.8601 23.1318 12.7278 
 -1.0000 ; 40.0000 18.0000 23.1200 12.8200 
 -0.9900 ; 39.9595 18.1400 23.1078 12.9118 
 -0.9800 ; 39.9178 18.2802 23.0952 13.0032 
 -0.9700 ; 39.8751 18.4204 23.0822 13.0942 
 -0.9600 ; 39.8313 18.5607 23.0688 13.1848 
 -0.9500 ; 39.7864 18.7011 23.0550 13.2750 
 -0.9400 ; 39.7404 18.8416 23.0408 13.3648 
 -0.9300 ; 39.6934 18.9821 23.0262 13.4542 
 -0.9200 ; 39.6453 19.1227 23.0112 13.5432 
 -0.9100 ; 39.5962 19.2633 22.9958 13.6318 
 -0.9000 ; 39.5460 19.4040 22.9800 13.7200 
 -0.8900 ; 39.4948 19.5447 22.9638 13.8078 
 -0.8800 ; 39.4425 19.6855 22.9472 13.8952 
 -0.8700 ; 39.3892 19.8263 22.9302 13.9822 
 -0.8600 ; 39.3349 19.9671 22.9128 14.0688 
 -0.8500 ; 39.2796 20.1079 22.8950 14.1550 
 -0.8400 ; 39.2233 20.2487 22.8768 14.2408 
 -0.8300 ; 39.1660 20.3895 22.8582 14.3262 
 -0.8200 ; 39.1076 20.5304 22.8392 14.4112 
 -0.8100 ; 39.0483 20.6712 22.8198 14.4958 
 -0.8000 ; 38.9880 20.8120 22.8000 14.5800 
 -0.7900 ; 38.9267 20.9528 22.7798 14.6638 
 -0.7800 ; 38.8644 21.0936 22.7592 14.7472 
 -0.7700 ; 38.8012 21.2343 22.7382 14.8302 
 -0.7600 ; 38.7370 21.3750 22.7168 14.9128 
 -0.7500 ; 38.6719 21.5156 22.6950 14.9950 
 -0.7400 ; 38.6058 21.6562 22.6728 15.0768 
 -0.7300 ; 38.5387 21.7968 22.6502 15.1582 
 -0.7200 ; 38.4708 21.9372 22.6272 15.2392 
 -0.7100 ; 38.4018 22.0777 22.6038 15.3198 
 -0.7000 ; 38.3320 22.2180 22.5800 15.4000 
 -0.6900 ; 38.2612 22.3583 22.5558 15.4798 
 -0.6800 ; 38.1896 22.4984 22.5312 15.5592 
 -0.6700 ; 38.1170 22.6385 22.5062 15.6382 
 -0.6600 ; 38.0435 22.7785 22.4808 15.7168 
 -0.6500 ; 37.9691 22.9184 22.4550 15.7950 
 -0.6400 ; 37.8939 23.0581 22.4288 15.8728 
 -0.6300 ; 37.8177 23.1978 22.4022 15.9502 
 -0.6200 ; 37.7407 23.3373 22.3752 16.0272 
 -0.6100 ; 37.6628 23.4767 22.3478 16.1038 
 -0.6000 ; 37.5840 23.6160 22.3200 16.1800 
 -0.5900 ; 37.5044 23.7551 22.2918 16.2558 
 -0.5800 ; 37.4239 23.8941 22.2632 16.3312 
 -0.5700 ; 37.3426 24.0329 22.2342 16.4062 
 -0.5600 ; 37.2604 24.1716 22.2048 16.4808 
 -0.5500 ; 37.1774 24.3101 22.1750 16.5550 
 -0.5400 ; 37.0935 24.4485 22.1448 16.6288 
 -0.5300 ; 37.0089 24.5866 22.1142 16.7022 
 -0.5200 ; 36.9234 24.7246 22.0832 16.7752 
 -0.5100 ; 36.8371 24.8624 22.0518 16.8478 
 -0.5000 ; 36.7500 25.0000 22.0200 16.9200 
 -0.4900 ; 36.6621 25.1374 21.9878 16.9918 
 -0.4800 ; 36.5734 25.2746 21.9552 17.0632 
 -0.4700 ; 36.4839 25.4116 21.9222 17.1342 
 -0.4600 ; 36.3937 25.5483 21.8888 17.2048 
 -0.4500 ; 36.3026 25.6849 21.8550 17.2750 
 -0.4400 ; 36.2108 25.8212 21.8208 17.3448 
 -0.4300 ; 36.1182 25.9573 21.7862 17.4142 
 -0.4200 ; 36.0249 26.0931 21.7512 17.4832 
 -0.4100 ; 35.9308 26.2287 21.7158 17.5518 
 -0.4000 ; 35.8360 26.3640 21.6800 17.6200 
 -0.3900 ; 35.7404 26.4991 21.6438 17.6878 
 -0.3800 ; 35.6441 26.6339 21.6072 17.7552 
 -0.3700 ; 35.5471 26.7684 21.5702 17.8222 
 -0.3600 ; 35.4493 26.9027 21.5328 17.8888 
 -0.3500 ; 35.3509 27.0366 21.4950 17.9550 
 -0.3400 ; 35.2517 27.1703 21.4568 18.0208 
 -0.3300 ; 35.1518 27.3037 21.4182 18.0862 
 -0.3200 ; 35.0512 27.4368 21.3792 18.1512 
 -0.3100 ; 34.9500 27.5695 21.3398 18.2158 
 -0.3000 ; 34.8480 27.7020 21.3000 18.2800 
 -0.2900 ; 34.7454 27.8341 21.2598 18.3438 
 -0.2800 ; 34.6420 27.9660 21.2192 18.4072 
 -0.2700 ; 34.5381 28.0974 21.1782 18.4702 
 -0.2600 ; 34.4334 28.2286 21.1368 18.5328 
 -0.2500 ; 34.3281 28.3594 21.0950 18.5950 
 -0.2400 ; 34.2222 28.4898 21.0528 18.6568 
 -0.2300 ; 34.1156 28.6199 21.0102 18.7182 
 -0.2200 ; 34.0084 28.7496 20.9672 18.7792 
 -0.2100 ; 33.9005 28.8790 20.9238 18.8398 
 -0.2000 ; 33.7920 29.0080 20.8800 18.9000 
 -0.1900 ; 33.6829 29.1366 20.8358 18.9598 
 -0.1800 ; 33.5732 29.2648 20.7912 19.0192 
 -0.1700 ; 33.4628 29.3927 20.7462 19.0782 
 -0.1600 ; 33.3519 29.5201 20.7008 19.1368 
 -0.1500 ; 33.2404 29.6471 20.6550 19.1950 
 -0.1400 ; 33.1283 29.7737 20.6088 19.2528 
 -0.1300 ; 33.0156 29.8999 20.5622 19.3102 
 -0.1200 ; 32.9023 30.0257 20.5152 19.3672 
 -0.1100 ; 32.7884 30.1511 20.4678 19.4238 
 -0.1000 ; 32.6740 30.2760 20.4200 19.4800 
 -0.0900 ; 32.5590 30.4005 20.3718 19.5358 
 -0.0800 ; 32.4435 30.5245 20.3232 19.5912 
 -0.0700 ; 32.3274 30.6481 20.2742 19.6462 
 -0.0600 ; 32.2108 30.7712 20.2248 19.7008 
 -0.0500 ; 32.0936 30.8939 20.1750 19.7550 
 -0.0400 ; 31.9759 31.0161 20.1248 19.8088 
 -0.0300 ; 31.8577 31.1378 20.0742 19.8622 
 -0.0200 ; 31.7390 31.2590 20.0232 19.9152 
 -0.0100 ; 31.6197 31.3798 19.9718 19.9678 
  0.0000 ; 31.5000 31.5000 19.9200 20.0200 
  0.0100 ; 31.3798 31.6197 19.8678 20.0718 
  0.0200 ; 31.2590 31.7390 19.8152 20.1232 
  0.0300 ; 31.1378 31.8577 19.7622 20.1742 
  0.0400 ; 31.0161 31.9759 19.7088 20.2248 
  0.0500 ; 30.8939 32.0936 19.6550 20.2750 
  0.0600 ; 30.7712 32.2108 19.6008 20.3248 
  0.0700 ; 30.6481 32.3274 19.5462 20.3742 
  0.0800 ; 30.5245 32.4435 19.4912 20.4232 
  0.0900 ; 30.4005 32.5590 19.4358 20.4718 
  0.1000 ; 30.2760 32.6740 19.3800 20.5200 
  0.1100 ; 30.1511 32.7884 19.3238 20.5678 
  0.1200 ; 30.0257 32.9023 19.2672 20.6152 
  0.1300 ; 29.8999 33.0156 19.2102 20.6622 
  0.1400 ; 29.7737 33.1283 19.1528 20.7088 
  0.1500 ; 29.6471 33.2404 19.0950 20.7550 
  0.1600 ; 29.5201 33.3519 19.0368 20.8008 
  0.1700 ; 29.3927 33.4628 18.9782 20.8462 
  0.1800 ; 29.2648 33.5732 18.9192 20.8912 
  0.1900 ; 29.1366 33.6829 18.8598 20.9358 
  0.2000 ; 29.0080 33.7920 18.8000 20.9800 
  0.2100 ; 28.8790 33.9005 18.7398 21.0238 
  0.2200 ; 28.7496 34.0084 18.6792 21.0672 
  0.2300 ; 28.6199 34.1156 18.6182 21.1102 
  0.2400 ; 28.4898 34.2222 18.5568 21.1528 
  0.2500 ; 28.3594 34.3281 18.4950 21.1950 
  0.2600 ; 28.2286 34.4334 18.4328 21.2368 
  0.2700 ; 28.0974 34.5381 18.3702 21.2782 
  0.2800 ; 27.9660 34.6420 18.3072 21.3192 
  0.2900 ; 27.8341 34.7454 18.2438 21.3598 
  0.3000 ; 27.7020 34.8480 18.1800 21.4000 
  0.3100 ; 27.5695 34.9500 18.1158 21.4398 
  0.3200 ; 27.4368 35.0512 18.0512 21.4792 
  0.3300 ; 27.3037 35.1518 17.9862 21.5182 
  0.3400 ; 27.1703 35.2517 17.9208 21.5568 
  0.3500 ; 27.0366 35.3509 17.8550 21.5950 
  0.3600 ; 26.9027 35.4493 17.7888 21.6328 
  0.3700 ; 26.7684 35.5471 17.7222 21.6702 
  0.3800 ; 26.6339 35.6441 17.6552 21.7072 
  0.3900 ; 26.4991 35.7404 17.5878 21.7438 
  0.4000 ; 26.3640 35.8360 17.5200 21.7800 
  0.4100 ; 26.2287 35.9308 17.4518 21.8158 
  0.4200 ; 26.0931 36.0249 17.3832 21.8512 
  0.4300 ; 25.9573 36.1182 17.3142 21.8862 
  0.4400 ; 25.8212 36.2108 17.2448 21.9208 
  0.4500 ; 25.6849 36.3026 17.1750 21.9550 
  0.4600 ; 25.5483 36.3937 17.1048 21.9888 
